Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","4","Algeria","5312","Area harvested","486","Bananas","2020","2020","ha","10","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","4","Algeria","5419","Yield","486","Bananas","2020","2020","hg/ha","235000","Fc","Calculated data"
"QCL","Crops and livestock products","4","Algeria","5510","Production","486","Bananas","2020","2020","tonnes","235","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","7","Angola","5312","Area harvested","486","Bananas","2020","2020","ha","157561","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","7","Angola","5419","Yield","486","Bananas","2020","2020","hg/ha","261170","Fc","Calculated data"
"QCL","Crops and livestock products","7","Angola","5510","Production","486","Bananas","2020","2020","tonnes","4115028","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","8","Antigua and Barbuda","5312","Area harvested","486","Bananas","2020","2020","ha","11","","Official data"
"QCL","Crops and livestock products","8","Antigua and Barbuda","5419","Yield","486","Bananas","2020","2020","hg/ha","4545","Fc","Calculated data"
"QCL","Crops and livestock products","8","Antigua and Barbuda","5510","Production","486","Bananas","2020","2020","tonnes","5","","Official data"
"QCL","Crops and livestock products","9","Argentina","5312","Area harvested","486","Bananas","2020","2020","ha","8415","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","9","Argentina","5419","Yield","486","Bananas","2020","2020","hg/ha","209668","Fc","Calculated data"
"QCL","Crops and livestock products","9","Argentina","5510","Production","486","Bananas","2020","2020","tonnes","176436","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","10","Australia","5312","Area harvested","486","Bananas","2020","2020","ha","12254","","Official data"
"QCL","Crops and livestock products","10","Australia","5419","Yield","486","Bananas","2020","2020","hg/ha","303928","Fc","Calculated data"
"QCL","Crops and livestock products","10","Australia","5510","Production","486","Bananas","2020","2020","tonnes","372433","","Official data"
"QCL","Crops and livestock products","11","Austria","5312","Area harvested","486","Bananas","2020","2020","ha","0","","Official data"
"QCL","Crops and livestock products","11","Austria","5510","Production","486","Bananas","2020","2020","tonnes","0","","Official data"
"QCL","Crops and livestock products","12","Bahamas","5312","Area harvested","486","Bananas","2020","2020","ha","437","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","12","Bahamas","5419","Yield","486","Bananas","2020","2020","hg/ha","227185","Fc","Calculated data"
"QCL","Crops and livestock products","12","Bahamas","5510","Production","486","Bananas","2020","2020","tonnes","9928","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","13","Bahrain","5312","Area harvested","486","Bananas","2020","2020","ha","88","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","13","Bahrain","5419","Yield","486","Bananas","2020","2020","hg/ha","116023","Fc","Calculated data"
"QCL","Crops and livestock products","13","Bahrain","5510","Production","486","Bananas","2020","2020","tonnes","1021","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","486","Bananas","2020","2020","ha","49280","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","486","Bananas","2020","2020","hg/ha","165972","Fc","Calculated data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","486","Bananas","2020","2020","tonnes","817908","","Official data"
"QCL","Crops and livestock products","14","Barbados","5312","Area harvested","486","Bananas","2020","2020","ha","174","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","14","Barbados","5419","Yield","486","Bananas","2020","2020","hg/ha","57184","Fc","Calculated data"
"QCL","Crops and livestock products","14","Barbados","5510","Production","486","Bananas","2020","2020","tonnes","995","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","255","Belgium","5312","Area harvested","486","Bananas","2020","2020","ha","0","","Official data"
"QCL","Crops and livestock products","255","Belgium","5510","Production","486","Bananas","2020","2020","tonnes","0","","Official data"
"QCL","Crops and livestock products","23","Belize","5312","Area harvested","486","Bananas","2020","2020","ha","3044","","Official data"
"QCL","Crops and livestock products","23","Belize","5419","Yield","486","Bananas","2020","2020","hg/ha","304320","Fc","Calculated data"
"QCL","Crops and livestock products","23","Belize","5510","Production","486","Bananas","2020","2020","tonnes","92635","","Official data"
"QCL","Crops and livestock products","53","Benin","5312","Area harvested","486","Bananas","2020","2020","ha","4066","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","53","Benin","5419","Yield","486","Bananas","2020","2020","hg/ha","48728","Fc","Calculated data"
"QCL","Crops and livestock products","53","Benin","5510","Production","486","Bananas","2020","2020","tonnes","19813","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","486","Bananas","2020","2020","ha","46","","Official data"
"QCL","Crops and livestock products","18","Bhutan","5419","Yield","486","Bananas","2020","2020","hg/ha","684783","Fc","Calculated data"
"QCL","Crops and livestock products","18","Bhutan","5510","Production","486","Bananas","2020","2020","tonnes","3150","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","486","Bananas","2020","2020","ha","20010","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5419","Yield","486","Bananas","2020","2020","hg/ha","150506","Fc","Calculated data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","486","Bananas","2020","2020","tonnes","301162","","Official data"
"QCL","Crops and livestock products","21","Brazil","5312","Area harvested","486","Bananas","2020","2020","ha","455004","","Official data"
"QCL","Crops and livestock products","21","Brazil","5419","Yield","486","Bananas","2020","2020","hg/ha","145874","Fc","Calculated data"
"QCL","Crops and livestock products","21","Brazil","5510","Production","486","Bananas","2020","2020","tonnes","6637308","","Official data"
"QCL","Crops and livestock products","26","Brunei Darussalam","5312","Area harvested","486","Bananas","2020","2020","ha","599","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","26","Brunei Darussalam","5419","Yield","486","Bananas","2020","2020","hg/ha","28664","Fc","Calculated data"
"QCL","Crops and livestock products","26","Brunei Darussalam","5510","Production","486","Bananas","2020","2020","tonnes","1717","","Official data"
"QCL","Crops and livestock products","27","Bulgaria","5312","Area harvested","486","Bananas","2020","2020","ha","0","","Official data"
"QCL","Crops and livestock products","27","Bulgaria","5510","Production","486","Bananas","2020","2020","tonnes","0","","Official data"
"QCL","Crops and livestock products","29","Burundi","5312","Area harvested","486","Bananas","2020","2020","ha","163559","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","29","Burundi","5419","Yield","486","Bananas","2020","2020","hg/ha","78262","Fc","Calculated data"
"QCL","Crops and livestock products","29","Burundi","5510","Production","486","Bananas","2020","2020","tonnes","1280048","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","35","Cabo Verde","5312","Area harvested","486","Bananas","2020","2020","ha","250","","Official data"
"QCL","Crops and livestock products","35","Cabo Verde","5419","Yield","486","Bananas","2020","2020","hg/ha","222120","Fc","Calculated data"
"QCL","Crops and livestock products","35","Cabo Verde","5510","Production","486","Bananas","2020","2020","tonnes","5553","","Official data"
"QCL","Crops and livestock products","115","Cambodia","5312","Area harvested","486","Bananas","2020","2020","ha","30042","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","115","Cambodia","5419","Yield","486","Bananas","2020","2020","hg/ha","46539","Fc","Calculated data"
"QCL","Crops and livestock products","115","Cambodia","5510","Production","486","Bananas","2020","2020","tonnes","139811","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","32","Cameroon","5312","Area harvested","486","Bananas","2020","2020","ha","97960","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","32","Cameroon","5419","Yield","486","Bananas","2020","2020","hg/ha","123494","Fc","Calculated data"
"QCL","Crops and livestock products","32","Cameroon","5510","Production","486","Bananas","2020","2020","tonnes","1209750","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","37","Central African Republic","5312","Area harvested","486","Bananas","2020","2020","ha","22750","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","37","Central African Republic","5419","Yield","486","Bananas","2020","2020","hg/ha","61442","Fc","Calculated data"
"QCL","Crops and livestock products","37","Central African Republic","5510","Production","486","Bananas","2020","2020","tonnes","139781","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","351","China","5312","Area harvested","486","Bananas","2020","2020","ha","353548","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","351","China","5419","Yield","486","Bananas","2020","2020","hg/ha","335813","Fc","Calculated data"
"QCL","Crops and livestock products","351","China","5510","Production","486","Bananas","2020","2020","tonnes","11872600","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","41","China, mainland","5312","Area harvested","486","Bananas","2020","2020","ha","338580","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","41","China, mainland","5419","Yield","486","Bananas","2020","2020","hg/ha","340038","Fc","Calculated data"
"QCL","Crops and livestock products","41","China, mainland","5510","Production","486","Bananas","2020","2020","tonnes","11513000","","Official data"
"QCL","Crops and livestock products","214","China, Taiwan Province of","5312","Area harvested","486","Bananas","2020","2020","ha","14968","","Official data"
"QCL","Crops and livestock products","214","China, Taiwan Province of","5419","Yield","486","Bananas","2020","2020","hg/ha","240246","Fc","Calculated data"
"QCL","Crops and livestock products","214","China, Taiwan Province of","5510","Production","486","Bananas","2020","2020","tonnes","359600","","Official data"
"QCL","Crops and livestock products","44","Colombia","5312","Area harvested","486","Bananas","2020","2020","ha","99417","","Official data"
"QCL","Crops and livestock products","44","Colombia","5419","Yield","486","Bananas","2020","2020","hg/ha","244918","Fc","Calculated data"
"QCL","Crops and livestock products","44","Colombia","5510","Production","486","Bananas","2020","2020","tonnes","2434900","","Official data"
"QCL","Crops and livestock products","45","Comoros","5312","Area harvested","486","Bananas","2020","2020","ha","8113","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","45","Comoros","5419","Yield","486","Bananas","2020","2020","hg/ha","57483","Fc","Calculated data"
"QCL","Crops and livestock products","45","Comoros","5510","Production","486","Bananas","2020","2020","tonnes","46636","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","46","Congo","5312","Area harvested","486","Bananas","2020","2020","ha","12568","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","46","Congo","5419","Yield","486","Bananas","2020","2020","hg/ha","68434","Fc","Calculated data"
"QCL","Crops and livestock products","46","Congo","5510","Production","486","Bananas","2020","2020","tonnes","86008","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","47","Cook Islands","5312","Area harvested","486","Bananas","2020","2020","ha","5","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","47","Cook Islands","5419","Yield","486","Bananas","2020","2020","hg/ha","36000","Fc","Calculated data"
"QCL","Crops and livestock products","47","Cook Islands","5510","Production","486","Bananas","2020","2020","tonnes","18","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","48","Costa Rica","5312","Area harvested","486","Bananas","2020","2020","ha","53975","","Official data"
"QCL","Crops and livestock products","48","Costa Rica","5419","Yield","486","Bananas","2020","2020","hg/ha","468499","Fc","Calculated data"
"QCL","Crops and livestock products","48","Costa Rica","5510","Production","486","Bananas","2020","2020","tonnes","2528721","","Official data"
"QCL","Crops and livestock products","107","C?te d'Ivoire","5312","Area harvested","486","Bananas","2020","2020","ha","13990","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","107","C?te d'Ivoire","5419","Yield","486","Bananas","2020","2020","hg/ha","447449","Fc","Calculated data"
"QCL","Crops and livestock products","107","C?te d'Ivoire","5510","Production","486","Bananas","2020","2020","tonnes","625981","","Official data"
"QCL","Crops and livestock products","98","Croatia","5312","Area harvested","486","Bananas","2020","2020","ha","0","","Official data"
"QCL","Crops and livestock products","98","Croatia","5510","Production","486","Bananas","2020","2020","tonnes","0","","Official data"
"QCL","Crops and livestock products","49","Cuba","5312","Area harvested","486","Bananas","2020","2020","ha","36095","","Official data"
"QCL","Crops and livestock products","49","Cuba","5419","Yield","486","Bananas","2020","2020","hg/ha","72975","Fc","Calculated data"
"QCL","Crops and livestock products","49","Cuba","5510","Production","486","Bananas","2020","2020","tonnes","263405","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5312","Area harvested","486","Bananas","2020","2020","ha","210","","Official data"
"QCL","Crops and livestock products","50","Cyprus","5419","Yield","486","Bananas","2020","2020","hg/ha","269048","Fc","Calculated data"
"QCL","Crops and livestock products","50","Cyprus","5510","Production","486","Bananas","2020","2020","tonnes","5650","","Official data"
"QCL","Crops and livestock products","167","Czechia","5312","Area harvested","486","Bananas","2020","2020","ha","0","","Official data"
"QCL","Crops and livestock products","167","Czechia","5510","Production","486","Bananas","2020","2020","tonnes","0","","Official data"
"QCL","Crops and livestock products","250","Democratic Republic of the Congo","5312","Area harvested","486","Bananas","2020","2020","ha","226057","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","250","Democratic Republic of the Congo","5419","Yield","486","Bananas","2020","2020","hg/ha","36345","Fc","Calculated data"
"QCL","Crops and livestock products","250","Democratic Republic of the Congo","5510","Production","486","Bananas","2020","2020","tonnes","821613","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","54","Denmark","5312","Area harvested","486","Bananas","2020","2020","ha","0","","Official data"
"QCL","Crops and livestock products","54","Denmark","5510","Production","486","Bananas","2020","2020","tonnes","0","","Official data"
"QCL","Crops and livestock products","55","Dominica","5312","Area harvested","486","Bananas","2020","2020","ha","2781","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","55","Dominica","5419","Yield","486","Bananas","2020","2020","hg/ha","76455","Fc","Calculated data"
"QCL","Crops and livestock products","55","Dominica","5510","Production","486","Bananas","2020","2020","tonnes","21262","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","56","Dominican Republic","5312","Area harvested","486","Bananas","2020","2020","ha","29111","","Official data"
"QCL","Crops and livestock products","56","Dominican Republic","5419","Yield","486","Bananas","2020","2020","hg/ha","423221","Fc","Calculated data"
"QCL","Crops and livestock products","56","Dominican Republic","5510","Production","486","Bananas","2020","2020","tonnes","1232039","","Official data"
"QCL","Crops and livestock products","58","Ecuador","5312","Area harvested","486","Bananas","2020","2020","ha","160630","","Official data"
"QCL","Crops and livestock products","58","Ecuador","5419","Yield","486","Bananas","2020","2020","hg/ha","374985","Fc","Calculated data"
"QCL","Crops and livestock products","58","Ecuador","5510","Production","486","Bananas","2020","2020","tonnes","6023390","","Official data"
"QCL","Crops and livestock products","59","Egypt","5312","Area harvested","486","Bananas","2020","2020","ha","30864","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","59","Egypt","5419","Yield","486","Bananas","2020","2020","hg/ha","448079","Fc","Calculated data"
"QCL","Crops and livestock products","59","Egypt","5510","Production","486","Bananas","2020","2020","tonnes","1382950","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","60","El Salvador","5312","Area harvested","486","Bananas","2020","2020","ha","1033","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","60","El Salvador","5419","Yield","486","Bananas","2020","2020","hg/ha","135799","Fc","Calculated data"
"QCL","Crops and livestock products","60","El Salvador","5510","Production","486","Bananas","2020","2020","tonnes","14028","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","61","Equatorial Guinea","5312","Area harvested","486","Bananas","2020","2020","ha","6400","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","61","Equatorial Guinea","5419","Yield","486","Bananas","2020","2020","hg/ha","46570","Fc","Calculated data"
"QCL","Crops and livestock products","61","Equatorial Guinea","5510","Production","486","Bananas","2020","2020","tonnes","29805","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","63","Estonia","5312","Area harvested","486","Bananas","2020","2020","ha","0","","Official data"
"QCL","Crops and livestock products","63","Estonia","5510","Production","486","Bananas","2020","2020","tonnes","0","","Official data"
"QCL","Crops and livestock products","209","Eswatini","5312","Area harvested","486","Bananas","2020","2020","ha","1095","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","209","Eswatini","5419","Yield","486","Bananas","2020","2020","hg/ha","59553","Fc","Calculated data"
"QCL","Crops and livestock products","209","Eswatini","5510","Production","486","Bananas","2020","2020","tonnes","6521","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","238","Ethiopia","5312","Area harvested","486","Bananas","2020","2020","ha","95954","","Official data"
"QCL","Crops and livestock products","238","Ethiopia","5419","Yield","486","Bananas","2020","2020","hg/ha","93624","Fc","Calculated data"
"QCL","Crops and livestock products","238","Ethiopia","5510","Production","486","Bananas","2020","2020","tonnes","898355","","Official data"
"QCL","Crops and livestock products","66","Fiji","5312","Area harvested","486","Bananas","2020","2020","ha","1095","","Official data"
"QCL","Crops and livestock products","66","Fiji","5419","Yield","486","Bananas","2020","2020","hg/ha","80027","Fc","Calculated data"
"QCL","Crops and livestock products","66","Fiji","5510","Production","486","Bananas","2020","2020","tonnes","8763","","Official data"
"QCL","Crops and livestock products","67","Finland","5312","Area harvested","486","Bananas","2020","2020","ha","0","","Official data"
"QCL","Crops and livestock products","67","Finland","5510","Production","486","Bananas","2020","2020","tonnes","0","","Official data"
"QCL","Crops and livestock products","68","France","5312","Area harvested","486","Bananas","2020","2020","ha","9090","","Official data"
"QCL","Crops and livestock products","68","France","5419","Yield","486","Bananas","2020","2020","hg/ha","221606","Fc","Calculated data"
"QCL","Crops and livestock products","68","France","5510","Production","486","Bananas","2020","2020","tonnes","201440","","Official data"
"QCL","Crops and livestock products","70","French Polynesia","5312","Area harvested","486","Bananas","2020","2020","ha","30","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","70","French Polynesia","5419","Yield","486","Bananas","2020","2020","hg/ha","69333","Fc","Calculated data"
"QCL","Crops and livestock products","70","French Polynesia","5510","Production","486","Bananas","2020","2020","tonnes","208","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","74","Gabon","5312","Area harvested","486","Bananas","2020","2020","ha","2320","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","74","Gabon","5419","Yield","486","Bananas","2020","2020","hg/ha","76767","Fc","Calculated data"
"QCL","Crops and livestock products","74","Gabon","5510","Production","486","Bananas","2020","2020","tonnes","17810","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","79","Germany","5312","Area harvested","486","Bananas","2020","2020","ha","0","","Official data"
"QCL","Crops and livestock products","79","Germany","5510","Production","486","Bananas","2020","2020","tonnes","0","","Official data"
"QCL","Crops and livestock products","81","Ghana","5312","Area harvested","486","Bananas","2020","2020","ha","7808","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","486","Bananas","2020","2020","hg/ha","112490","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5510","Production","486","Bananas","2020","2020","tonnes","87832","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","84","Greece","5312","Area harvested","486","Bananas","2020","2020","ha","100","","Official data"
"QCL","Crops and livestock products","84","Greece","5419","Yield","486","Bananas","2020","2020","hg/ha","479000","Fc","Calculated data"
"QCL","Crops and livestock products","84","Greece","5510","Production","486","Bananas","2020","2020","tonnes","4790","","Official data"
"QCL","Crops and livestock products","86","Grenada","5312","Area harvested","486","Bananas","2020","2020","ha","580","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","86","Grenada","5419","Yield","486","Bananas","2020","2020","hg/ha","33948","Fc","Calculated data"
"QCL","Crops and livestock products","86","Grenada","5510","Production","486","Bananas","2020","2020","tonnes","1969","","Official data"
"QCL","Crops and livestock products","89","Guatemala","5312","Area harvested","486","Bananas","2020","2020","ha","93554","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","89","Guatemala","5419","Yield","486","Bananas","2020","2020","hg/ha","478513","Fc","Calculated data"
"QCL","Crops and livestock products","89","Guatemala","5510","Production","486","Bananas","2020","2020","tonnes","4476680","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","90","Guinea","5312","Area harvested","486","Bananas","2020","2020","ha","40380","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","90","Guinea","5419","Yield","486","Bananas","2020","2020","hg/ha","54839","Fc","Calculated data"
"QCL","Crops and livestock products","90","Guinea","5510","Production","486","Bananas","2020","2020","tonnes","221438","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","175","Guinea-Bissau","5312","Area harvested","486","Bananas","2020","2020","ha","695","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","175","Guinea-Bissau","5419","Yield","486","Bananas","2020","2020","hg/ha","119885","Fc","Calculated data"
"QCL","Crops and livestock products","175","Guinea-Bissau","5510","Production","486","Bananas","2020","2020","tonnes","8332","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","91","Guyana","5312","Area harvested","486","Bananas","2020","2020","ha","571","","Official data"
"QCL","Crops and livestock products","91","Guyana","5419","Yield","486","Bananas","2020","2020","hg/ha","301313","Fc","Calculated data"
"QCL","Crops and livestock products","91","Guyana","5510","Production","486","Bananas","2020","2020","tonnes","17205","","Official data"
"QCL","Crops and livestock products","93","Haiti","5312","Area harvested","486","Bananas","2020","2020","ha","55936","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","93","Haiti","5419","Yield","486","Bananas","2020","2020","hg/ha","48602","Fc","Calculated data"
"QCL","Crops and livestock products","93","Haiti","5510","Production","486","Bananas","2020","2020","tonnes","271861","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","95","Honduras","5312","Area harvested","486","Bananas","2020","2020","ha","11144","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","95","Honduras","5419","Yield","486","Bananas","2020","2020","hg/ha","525780","Fc","Calculated data"
"QCL","Crops and livestock products","95","Honduras","5510","Production","486","Bananas","2020","2020","tonnes","585929","","Official data"
"QCL","Crops and livestock products","97","Hungary","5312","Area harvested","486","Bananas","2020","2020","ha","0","","Official data"
"QCL","Crops and livestock products","97","Hungary","5510","Production","486","Bananas","2020","2020","tonnes","0","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","486","Bananas","2020","2020","ha","878000","","Official data"
"QCL","Crops and livestock products","100","India","5419","Yield","486","Bananas","2020","2020","hg/ha","358815","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","486","Bananas","2020","2020","tonnes","31504000","","Official data"
"QCL","Crops and livestock products","101","Indonesia","5312","Area harvested","486","Bananas","2020","2020","ha","158147","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","101","Indonesia","5419","Yield","486","Bananas","2020","2020","hg/ha","517415","Fc","Calculated data"
"QCL","Crops and livestock products","101","Indonesia","5510","Production","486","Bananas","2020","2020","tonnes","8182756","","Official data"
"QCL","Crops and livestock products","102","Iran (Islamic Republic of)","5312","Area harvested","486","Bananas","2020","2020","ha","4080","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","102","Iran (Islamic Republic of)","5419","Yield","486","Bananas","2020","2020","hg/ha","315922","Fc","Calculated data"
"QCL","Crops and livestock products","102","Iran (Islamic Republic of)","5510","Production","486","Bananas","2020","2020","tonnes","128896","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","104","Ireland","5312","Area harvested","486","Bananas","2020","2020","ha","0","","Official data"
"QCL","Crops and livestock products","104","Ireland","5510","Production","486","Bananas","2020","2020","tonnes","0","","Official data"
"QCL","Crops and livestock products","105","Israel","5312","Area harvested","486","Bananas","2020","2020","ha","3042","","Official data"
"QCL","Crops and livestock products","105","Israel","5419","Yield","486","Bananas","2020","2020","hg/ha","502959","Fc","Calculated data"
"QCL","Crops and livestock products","105","Israel","5510","Production","486","Bananas","2020","2020","tonnes","153000","","Official data"
"QCL","Crops and livestock products","106","Italy","5312","Area harvested","486","Bananas","2020","2020","ha","0","","Official data"
"QCL","Crops and livestock products","106","Italy","5510","Production","486","Bananas","2020","2020","tonnes","0","","Official data"
"QCL","Crops and livestock products","109","Jamaica","5312","Area harvested","486","Bananas","2020","2020","ha","8239","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","109","Jamaica","5419","Yield","486","Bananas","2020","2020","hg/ha","75564","Fc","Calculated data"
"QCL","Crops and livestock products","109","Jamaica","5510","Production","486","Bananas","2020","2020","tonnes","62257","","Official data"
"QCL","Crops and livestock products","110","Japan","5312","Area harvested","486","Bananas","2020","2020","ha","5","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","110","Japan","5419","Yield","486","Bananas","2020","2020","hg/ha","36000","Fc","Calculated data"
"QCL","Crops and livestock products","110","Japan","5510","Production","486","Bananas","2020","2020","tonnes","18","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","112","Jordan","5312","Area harvested","486","Bananas","2020","2020","ha","832","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","112","Jordan","5419","Yield","486","Bananas","2020","2020","hg/ha","472356","Fc","Calculated data"
"QCL","Crops and livestock products","112","Jordan","5510","Production","486","Bananas","2020","2020","tonnes","39300","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","114","Kenya","5312","Area harvested","486","Bananas","2020","2020","ha","72123","","Official data"
"QCL","Crops and livestock products","114","Kenya","5419","Yield","486","Bananas","2020","2020","hg/ha","257430","Fc","Calculated data"
"QCL","Crops and livestock products","114","Kenya","5510","Production","486","Bananas","2020","2020","tonnes","1856659","","Official data"
